"Sample.ID","Lifestage","Gut.Region","Stage.Gut","Sex","Genus","Abundance"
"Amid39","adult","midgut","Adult midgut","female","Laceyella",0
"Amid39","adult","midgut","Adult midgut","female","Lachnoclostridium",0
"Amid39","adult","midgut","Adult midgut","female","Lachnoclostridium 10",0
"Amid39","adult","midgut","Adult midgut","female","Lachnoclostridium 5",0
"Amid39","adult","midgut","Adult midgut","female","Lachnospiraceae UCG-010",0
"Amid39","adult","midgut","Adult midgut","female","Lactobacillus",0
"Amid39","adult","midgut","Adult midgut","female","Lactococcus",440
"Amid39","adult","midgut","Adult midgut","female","LD29",0
"Amid39","adult","midgut","Adult midgut","female","Lechevalieria",0
"Amid39","adult","midgut","Adult midgut","female","Leucobacter",0
"Amid39","adult","midgut","Adult midgut","female","Leuconostoc",36
"Amid39","adult","midgut","Adult midgut","female","Longilinea",0
"Amid39","adult","midgut","Adult midgut","female","Luedemannella",0
"Amid39","adult","midgut","Adult midgut","female","Luteitalea",0
"Amid39","adult","midgut","Adult midgut","female","Luteolibacter",0
"Amid39","adult","midgut","Adult midgut","female","Lysinibacillus",0
"Amid39","adult","midgut","Adult midgut","female","Lysobacter",0
"Amid39","adult","midgut","Adult midgut","female","Marmoricola",0
"Amid39","adult","midgut","Adult midgut","female","Massilia",3
"Amid39","adult","midgut","Adult midgut","female","Mesorhizobium",0
"Amid39","adult","midgut","Adult midgut","female","metagenome",0
"Amid39","adult","midgut","Adult midgut","female","Methanobacterium",0
"Amid39","adult","midgut","Adult midgut","female","Methanobrevibacter",0
"Amid39","adult","midgut","Adult midgut","female","Methanolinea",0
"Amid39","adult","midgut","Adult midgut","female","Methanosaeta",0
"Amid39","adult","midgut","Adult midgut","female","Methylobacterium",0
"Amid39","adult","midgut","Adult midgut","female","Microbacterium",0
"Amid39","adult","midgut","Adult midgut","female","Microbispora",0
"Amid39","adult","midgut","Adult midgut","female","Microvirga",0
"Amid39","adult","midgut","Adult midgut","female","mle1-7",0
"Amid39","adult","midgut","Adult midgut","female","MND1",0
"Amid39","adult","midgut","Adult midgut","female","Morganella",0
"Amid39","adult","midgut","Adult midgut","female","Mucispirillum",0
"Amid39","adult","midgut","Adult midgut","female","Mycobacterium",0
"Amid39","adult","midgut","Adult midgut","female","Nakamurella",0
"Amid39","adult","midgut","Adult midgut","female","Niastella",0
"Amid39","adult","midgut","Adult midgut","female","Nitrolancea",0
"Amid39","adult","midgut","Adult midgut","female","Nitrosomonas",0
"Amid39","adult","midgut","Adult midgut","female","Nocardioides",0
"Amid39","adult","midgut","Adult midgut","female","Nonomuraea",0
"Amid39","adult","midgut","Adult midgut","female","Nordella",0
"Amid39","adult","midgut","Adult midgut","female","Novibacillus",0
"Amid39","adult","midgut","Adult midgut","female","Noviherbaspirillum",0
"Amid39","adult","midgut","Adult midgut","female","Novosphingobium",0
"Amid39","adult","midgut","Adult midgut","female","Ochrobactrum",0
"Amid39","adult","midgut","Adult midgut","female","Oligoflexus",0
"Amid39","adult","midgut","Adult midgut","female","Oxalobacter",0
"Amid39","adult","midgut","Adult midgut","female","Paenarthrobacter",0
"Amid39","adult","midgut","Adult midgut","female","Paenibacillus",0
"Amid39","adult","midgut","Adult midgut","female","Pajaroellobacter",0
"Amid39","adult","midgut","Adult midgut","female","Paludisphaera",0
"Amid39","adult","midgut","Adult midgut","female","Pantoea",24
"Amid39","adult","midgut","Adult midgut","female","Papillibacter",0
"Amid39","adult","midgut","Adult midgut","female","Paraclostridium",0
"Amid39","adult","midgut","Adult midgut","female","Paracoccus",0
"Amid39","adult","midgut","Adult midgut","female","Pedomicrobium",0
"Amid39","adult","midgut","Adult midgut","female","Pelolinea",0
"Amid39","adult","midgut","Adult midgut","female","Pelospora",0
"Amid39","adult","midgut","Adult midgut","female","Pelotomaculum",0
"Amid39","adult","midgut","Adult midgut","female","Phaselicystis",0
"Amid39","adult","midgut","Adult midgut","female","Phenylobacterium",0
"Amid39","adult","midgut","Adult midgut","female","Phyllobacterium",0
"Amid39","adult","midgut","Adult midgut","female","Pir4 lineage",0
"Amid39","adult","midgut","Adult midgut","female","Pirellula",0
"Amid39","adult","midgut","Adult midgut","female","Planctomicrobium",0
"Amid39","adult","midgut","Adult midgut","female","Planifilum",0
"Amid39","adult","midgut","Adult midgut","female","Promicromonospora",0
"Amid39","adult","midgut","Adult midgut","female","Propionivibrio",0
"Amid39","adult","midgut","Adult midgut","female","Proteiniphilum",0
"Amid39","adult","midgut","Adult midgut","female","Providencia",0
"Amid39","adult","midgut","Adult midgut","female","Pseudarthrobacter",0
"Amid39","adult","midgut","Adult midgut","female","Pseudoclavibacter",0
"Amid39","adult","midgut","Adult midgut","female","Pseudolabrys",0
"Amid39","adult","midgut","Adult midgut","female","Pseudomonas",0
"Amid39","adult","midgut","Adult midgut","female","Pseudonocardia",0
"Amid39","adult","midgut","Adult midgut","female","Pseudoxanthomonas",0
"Amid39","adult","midgut","Adult midgut","female","Pythium insidiosum",0
"Amid39","adult","midgut","Adult midgut","female","Quadrisphaera",0
"Amid39","adult","midgut","Adult midgut","female","Ramlibacter",0
"Amid39","adult","midgut","Adult midgut","female","Raoultibacter",0
"Amid39","adult","midgut","Adult midgut","female","RB41",0
"Amid39","adult","midgut","Adult midgut","female","Reyranella",0
"Amid39","adult","midgut","Adult midgut","female","Rhizobacter",0
"Amid39","adult","midgut","Adult midgut","female","Rhodococcus",0
"Amid39","adult","midgut","Adult midgut","female","Rhodomicrobium",0
"Amid39","adult","midgut","Adult midgut","female","Rhodopirellula",0
"Amid39","adult","midgut","Adult midgut","female","Rhodoplanes",0
"Amid39","adult","midgut","Adult midgut","female","Rhodopseudomonas",0
"Amid39","adult","midgut","Adult midgut","female","Rikenella",0
"Amid39","adult","midgut","Adult midgut","female","Robinsoniella",0
"Amid39","adult","midgut","Adult midgut","female","Romboutsia",0
"Amid39","adult","midgut","Adult midgut","female","Roseiarcus",0
"Amid39","adult","midgut","Adult midgut","female","Roseiflexus",0
"Amid39","adult","midgut","Adult midgut","female","Roseimicrobium",0
"Amid39","adult","midgut","Adult midgut","female","Rubrobacter",0
"Amid39","adult","midgut","Adult midgut","female","Ruminiclostridium 1",0
"Amid39","adult","midgut","Adult midgut","female","Ruminiclostridium 5",0
"Amid39","adult","midgut","Adult midgut","female","Ruminiclostridium 6",0
"Amid39","adult","midgut","Adult midgut","female","Ruminiclostridium 9",0
"Amid39","adult","midgut","Adult midgut","female","Ruminococcaceae NK4A214 group",0
"Amid39","adult","midgut","Adult midgut","female","Ruminococcaceae UCG-004",0
"Amid39","adult","midgut","Adult midgut","female","Ruminococcaceae UCG-009",0
"Amid39","adult","midgut","Adult midgut","female","Ruminococcaceae UCG-010",0
"Amid39","adult","midgut","Adult midgut","female","Ruminococcaceae UCG-013",0
"Amid39","adult","midgut","Adult midgut","female","Ruminococcaceae UCG-014",0
"Amid39","adult","midgut","Adult midgut","female","Ruminococcus 1",0
"Amid39","adult","midgut","Adult midgut","female","Ruminococcus 2",0
"Amid39","adult","midgut","Adult midgut","female","Saccharopolyspora",0
"Amid39","adult","midgut","Adult midgut","female","Sanguibacter",0
"Amid39","adult","midgut","Adult midgut","female","Serratia",0
"Amid39","adult","midgut","Adult midgut","female","SH-PL14",0
"Amid39","adult","midgut","Adult midgut","female","Shimazuella",0
"Amid39","adult","midgut","Adult midgut","female","Singulisphaera",0
"Amid39","adult","midgut","Adult midgut","female","Skermanella",0
"Amid39","adult","midgut","Adult midgut","female","Solirubrobacter",0
"Amid39","adult","midgut","Adult midgut","female","Solitalea",0
"Amid39","adult","midgut","Adult midgut","female","Sphaerisporangium",0
"Amid39","adult","midgut","Adult midgut","female","Sphingobacterium",16
"Amid39","adult","midgut","Adult midgut","female","Sphingobium",0
"Amid39","adult","midgut","Adult midgut","female","Sphingomonas",0
"Amid39","adult","midgut","Adult midgut","female","Spiroplasma",0
"Amid39","adult","midgut","Adult midgut","female","Sporotomaculum",0
"Amid39","adult","midgut","Adult midgut","female","Starkeya",0
"Amid39","adult","midgut","Adult midgut","female","Stenotrophobacter",0
"Amid39","adult","midgut","Adult midgut","female","Stenotrophomonas",0
"Amid39","adult","midgut","Adult midgut","female","Steroidobacter",0
"Amid39","adult","midgut","Adult midgut","female","Streptomyces",0
"Amid39","adult","midgut","Adult midgut","female","Streptosporangium",0
"Amid39","adult","midgut","Adult midgut","female","SWB02",0
"Amid39","adult","midgut","Adult midgut","female","Syntrophomonas",0
"Amid39","adult","midgut","Adult midgut","female","Syntrophorhabdus",0
"Amid39","adult","midgut","Adult midgut","female","Syntrophus",0
"Amid39","adult","midgut","Adult midgut","female","Termite planctomycete cluster",0
"Amid39","adult","midgut","Adult midgut","female","Terrimicrobium",0
"Amid39","adult","midgut","Adult midgut","female","Tetrasphaera",0
"Amid39","adult","midgut","Adult midgut","female","Thermovirga",0
"Amid39","adult","midgut","Adult midgut","female","Tumebacillus",0
"Amid39","adult","midgut","Adult midgut","female","Turicibacter",0
"Amid39","adult","midgut","Adult midgut","female","Tyzzerella",0
"Amid39","adult","midgut","Adult midgut","female","Tyzzerella 3",0
"Amid39","adult","midgut","Adult midgut","female","Tyzzerella 4",0
"Amid39","adult","midgut","Adult midgut","female","uncultured",5
"Amid39","adult","midgut","Adult midgut","female","uncultured Acidimicrobidae bacterium",0
"Amid39","adult","midgut","Adult midgut","female","uncultured actinobacterium",0
"Amid39","adult","midgut","Adult midgut","female","uncultured alpha proteobacterium",0
"Amid39","adult","midgut","Adult midgut","female","uncultured archaeon",0
"Amid39","adult","midgut","Adult midgut","female","uncultured bacterium",0
"Amid39","adult","midgut","Adult midgut","female","uncultured beta proteobacterium",0
"Amid39","adult","midgut","Adult midgut","female","uncultured Clostridiales bacterium",0
"Amid39","adult","midgut","Adult midgut","female","uncultured delta proteobacterium",0
"Amid39","adult","midgut","Adult midgut","female","uncultured Firmicutes bacterium",0
"Amid39","adult","midgut","Adult midgut","female","uncultured Planctomyces sp.",0
"Amid39","adult","midgut","Adult midgut","female","uncultured rumen bacterium",0
"Amid39","adult","midgut","Adult midgut","female","uncultured soil bacterium",0
"Amid39","adult","midgut","Adult midgut","female","uncultured Solirubrobacter sp.",0
"Amid39","adult","midgut","Adult midgut","female","uncultured subdivision 3 bacterium",0
"Amid39","adult","midgut","Adult midgut","female","Variovorax",0
"Amid39","adult","midgut","Adult midgut","female","Verrucomicrobium",0
"Amid39","adult","midgut","Adult midgut","female","Vicinamibacter",0
"Amid39","adult","midgut","Adult midgut","female","W5",0
"Amid39","adult","midgut","Adult midgut","female","Weissella",969
"Amid39","adult","midgut","Adult midgut","female","ZOR0006",0
"Amid40","adult","midgut","Adult midgut","male","[Eubacterium] coprostanoligenes group",0
"Amid40","adult","midgut","Adult midgut","male","[Eubacterium] nodatum group",0
"Amid40","adult","midgut","Adult midgut","male","1959-1",0
"Amid40","adult","midgut","Adult midgut","male","Acetobacter",0
"Amid40","adult","midgut","Adult midgut","male","Acholeplasma",0
"Amid40","adult","midgut","Adult midgut","male","Acidibacter",0
"Amid40","adult","midgut","Adult midgut","male","Acidothermus",0
"Amid40","adult","midgut","Adult midgut","male","Acinetobacter",0
"Amid40","adult","midgut","Adult midgut","male","Actinoallomurus",0
"Amid40","adult","midgut","Adult midgut","male","Actinomadura",0
"Amid40","adult","midgut","Adult midgut","male","Actinomyces",0
"Amid40","adult","midgut","Adult midgut","male","Actinomycetospora",0
"Amid40","adult","midgut","Adult midgut","male","Actinophytocola",0
"Amid40","adult","midgut","Adult midgut","male","Actinoplanes",0
"Amid40","adult","midgut","Adult midgut","male","ADurb.Bin063-1",0
"Amid40","adult","midgut","Adult midgut","male","Aeromicrobium",0
"Amid40","adult","midgut","Adult midgut","male","Agromyces",0
"Amid40","adult","midgut","Adult midgut","male","AKYG587",0
"Amid40","adult","midgut","Adult midgut","male","Alistipes",0
"Amid40","adult","midgut","Adult midgut","male","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0
"Amid40","adult","midgut","Adult midgut","male","Altererythrobacter",0
"Amid40","adult","midgut","Adult midgut","male","Amaricoccus",0
"Amid40","adult","midgut","Adult midgut","male","Aminobacterium",0
"Amid40","adult","midgut","Adult midgut","male","Amnibacterium",0
"Amid40","adult","midgut","Adult midgut","male","Amycolatopsis",0
"Amid40","adult","midgut","Adult midgut","male","Anaerocolumna",0
"Amid40","adult","midgut","Adult midgut","male","Anaerofustis",0
"Amid40","adult","midgut","Adult midgut","male","Anaeromyxobacter",0
"Amid40","adult","midgut","Adult midgut","male","Anaeroplasma",0
"Amid40","adult","midgut","Adult midgut","male","Anaerospora",0
"Amid40","adult","midgut","Adult midgut","male","Anaerosporobacter",0
"Amid40","adult","midgut","Adult midgut","male","Anaerotruncus",0
"Amid40","adult","midgut","Adult midgut","male","Anaerovorax",0
"Amid40","adult","midgut","Adult midgut","male","Angustibacter",0
"Amid40","adult","midgut","Adult midgut","male","Aquicella",0
"Amid40","adult","midgut","Adult midgut","male","Aquisphaera",0
"Amid40","adult","midgut","Adult midgut","male","Bacillus",0
"Amid40","adult","midgut","Adult midgut","male","Bacteroides",504
"Amid40","adult","midgut","Adult midgut","male","Bauldia",0
"Amid40","adult","midgut","Adult midgut","male","Blastococcus",0
"Amid40","adult","midgut","Adult midgut","male","Blastopirellula",0
"Amid40","adult","midgut","Adult midgut","male","Bordetella",0
"Amid40","adult","midgut","Adult midgut","male","Bosea",0
"Amid40","adult","midgut","Adult midgut","male","Brachybacterium",0
"Amid40","adult","midgut","Adult midgut","male","Bradyrhizobium",0
"Amid40","adult","midgut","Adult midgut","male","Burkholderia-Caballeronia-Paraburkholderia",0
"Amid40","adult","midgut","Adult midgut","male","Butyricicoccus",0
"Amid40","adult","midgut","Adult midgut","male","Caenimonas",0
"Amid40","adult","midgut","Adult midgut","male","Candidatus Caldatribacterium",0
"Amid40","adult","midgut","Adult midgut","male","Candidatus Endomicrobium",0
"Amid40","adult","midgut","Adult midgut","male","Candidatus Koribacter",0
"Amid40","adult","midgut","Adult midgut","male","Candidatus Methanofastidiosum",0
"Amid40","adult","midgut","Adult midgut","male","Candidatus Nitrocosmicus",0
"Amid40","adult","midgut","Adult midgut","male","Candidatus Soleaferrea",0
"Amid40","adult","midgut","Adult midgut","male","Candidatus Solibacter",0
"Amid40","adult","midgut","Adult midgut","male","Candidatus Udaeobacter",0
"Amid40","adult","midgut","Adult midgut","male","Candidatus Xiphinematobacter",0
"Amid40","adult","midgut","Adult midgut","male","Carnimonas",0
"Amid40","adult","midgut","Adult midgut","male","Carnobacterium",0
"Amid40","adult","midgut","Adult midgut","male","Cellulomonas",0
"Amid40","adult","midgut","Adult midgut","male","Cellulosimicrobium",0
"Amid40","adult","midgut","Adult midgut","male","Christensenellaceae R-7 group",2
"Amid40","adult","midgut","Adult midgut","male","Chryseobacterium",0
"Amid40","adult","midgut","Adult midgut","male","Chryseolinea",0
"Amid40","adult","midgut","Adult midgut","male","Chthoniobacter",0
"Amid40","adult","midgut","Adult midgut","male","Chthonomonas",0
"Amid40","adult","midgut","Adult midgut","male","CL500-29 marine group",0
"Amid40","adult","midgut","Adult midgut","male","Clade Ia",0
"Amid40","adult","midgut","Adult midgut","male","Cohnella",0
"Amid40","adult","midgut","Adult midgut","male","Conexibacter",0
"Amid40","adult","midgut","Adult midgut","male","Coprothermobacter",0
"Amid40","adult","midgut","Adult midgut","male","Coxiella",0
